"Scenario","BlackProp","LowIncRatio","BlackProp_pvalue","LowIncRatio_pvalue"
1,-0.17595268296349,-0.274500898829868,0.471190535891046,0.255409341692316
2,-0.536951596370577,-0.559398279227787,0.0177627455869318,0.0127652022629145
3,-0.531185470811041,-0.239690624483025,0.0192692468312586,0.322974019298752
4,-0.567451008504744,-0.236683710095185,0.0112762664022417,0.329264174663355
